A0A024QZ18	uc004dmu.4 human
I3L457	uc060gzc.1 human
I3L459	uc059zgl.1 human
I3L460	uc059sgi.1 human
I3L461	uc060lgw.1 human
I3L462	uc059zxs.1 human
I3L463	uc059qfz.1 human
I3L464	uc059rez.1 human
I3L465	uc060axh.1 human
I3L466	uc059qbt.1 human
I3L467	uc060wpf.1 human
I3L468	uc059teu.1 human
I3L469	uc059rmq.1 human
I3L470	uc059oxu.1 human
I3L471	uc059zgj.1 human
I3L473	uc059pwa.1 human
I3L477	uc060laq.1 human
I3L479	uc060coy.1 human
I3L480	uc060lqu.1 human
I3L482	uc059qeh.1 human
I3L483	uc059qof.1 human
I3L484	uc059zqj.1 human
I3L485	uc060leq.1 human
I3L486	uc059rpp.1 human
I3L487	uc059qab.1 human
I3L488	uc059qtg.1 human
I3L492	uc063hls.1 human
I3L493	uc060gxm.1 human
I3L495	uc059znr.1 human
I3L496	uc059zjq.1 human
I3L497	uc059zsh.1 human
I3L498	uc060apd.1 human
I3L4A0	uc060mvt.1 human
I3L4A1	uc060lfp.1 human
I3L4A2	uc059shh.1 human
I3L4A3	uc060lgq.1 human
I3L4A4	uc059zbr.1 human
I3L4A5	uc059zfs.1 human
I3L4A6	uc059xcz.1 human
I3L4A8	uc059ujc.1 human
I3L4A9	uc059zqh.1 human
I3L4B0	uc059rqb.1 human
I3L4B1	uc060gnm.1 human
I3L4B2	uc060ald.1 human
I3L4B3	uc059sxa.1 human
I3L4B4	uc059zma.1 human
I3L4B5	uc059zoo.1 human
I3L4B6	uc002kgf.2 human
I3L4B7	uc060lck.1 human
I3L4B8	uc059qaz.1 human
I3L4B9	uc010cmr.4 human
I3L4C0	uc010vqn.2 human
I3L4C2	uc002jze.3 human
I3L4C3	uc059zyp.1 human
I3L4C4	uc059pxf.1 human
I3L4C5	uc060gyr.1 human
I3L4C7	uc059qba.1 human
I3L4C8	uc060lhy.1 human
I3L4C9	uc060lcg.1 human
I3L4D0	uc060aug.1 human
I3L4D1	uc059vrb.1 human
I3L4D2	uc060mes.1 human
I3L4D3	uc059sui.1 human
I3L4D4	uc059zfm.1 human
I3L4D5	uc059tim.1 human
I3L4D6	uc059qcj.1 human
I3L4D7	uc059zpn.1 human
I3L4D8	uc059ppa.1 human
I3L4E0	uc060asx.1 human
I3L4E1	uc060gxq.1 human
I3L4E5	uc060coa.1 human
I3L4E7	uc060hqr.1 human
I3L4E8	uc059zmf.1 human
I3L4F1	uc060kzu.1 human
I3L4F5	uc060aow.1 human
I3L4F6	uc060llt.1 human
I3L4F8	uc059vyj.1 human
I3L4F9	uc059zjf.1 human
I3L4G0	uc060hqd.1 human
I3L4G3	uc060mvu.1 human
I3L4G6	uc060cnd.1 human
I3L4G7	uc059wqp.1 human
I3L4G8	uc060lfq.1 human
I3L4G9	uc060chq.1 human
I3L4H0	uc059wbz.1 human
I3L4H1	uc059zgk.1 human
I3L4H3	uc059wce.1 human
I3L4H6	uc059zzv.1 human
I3L4H7	uc059sjz.1 human
I3L4H9	uc060avl.1 human
I3L4I0	uc059pri.1 human
I3L4I4	uc010wnb.2 human
I3L4I5	uc059xcu.1 human
I3L4I6	uc059tpp.1 human
I3L4I8	uc060awx.1 human
I3L4J0	uc060lht.1 human
I3L4J1	uc059wke.1 human
I3L4J2	uc059zgt.1 human
I3L4J3	uc060gjw.1 human
I3L4J6	uc002gar.2 human
I3L4K0	uc059qzv.1 human
I3L4K3	uc059psk.1 human
I3L4K4	uc001qno.2 human
I3L4K6	uc060acn.1 human
I3L4K7	uc060aaq.1 human
I3L4L3	uc059zmc.1 human
I3L4L6	uc059qcp.1 human
I3L4L7	uc059qbi.1 human
I3L4L8	uc060mdf.1 human
I3L4L9	uc063own.1 human
I3L4M0	uc059zps.1 human
I3L4M2	uc060loj.1 human
I3L4M4	uc059zbs.1 human
I3L4M5	uc060lhg.1 human
I3L4M6	uc060lex.1 human
I3L4M7	uc059zuq.1 human
I3L4M8	uc059qrx.1 human
I3L4N0	uc059pgn.1 human
I3L4N1	uc060had.1 human
I3L4N3	uc060hqf.1 human
I3L4N4	uc010cmi.4 human
I3L4N5	uc060apn.1 human
I3L4N6	uc059wbi.1 human
I3L4N7	uc059zjl.1 human
I3L4N8	uc060ljx.1 human
I3L4N9	uc059ztl.1 human
I3L4P0	uc059sgs.1 human
I3L4P1	uc059zux.1 human
I3L4P4	uc059tud.1 human
I3L4P6	uc059sgu.1 human
I3L4P7	uc060lio.1 human
I3L4P8	uc059qfv.1 human
I3L4P9	uc059zbf.1 human
I3L4Q0	uc002kjd.4 human
I3L4Q1	uc060wuu.1 human
I3L4Q3	uc059pzg.1 human
I3L4Q4	uc060akk.1 human
I3L4Q5	uc059pyt.1 human
I3L4Q8	uc060lbl.1 human
I3L4Q9	uc060gle.1 human
I3L4R4	uc060hrc.1 human
I3L4R5	uc059zwj.1 human
I3L4R7	uc059zpl.1 human
I3L4R8	uc059zjy.1 human
I3L4R9	uc059zhc.1 human
I3L4S0	uc059tuc.1 human
I3L4S1	uc059wfe.1 human
I3L4S2	uc060lkx.1 human
I3L4S5	uc060kgb.1 human
I3L4S6	uc060mcy.1 human
I3L4S7	uc060lhq.1 human
I3L4S9	uc060afd.1 human
I3L4T0	uc059zmj.1 human
I3L4T1	uc060ati.1 human
I3L4T2	uc059zwu.1 human
I3L4T3	uc060cfk.1 human
I3L4T5	uc059pyr.1 human
I3L4T6	uc060lab.1 human
I3L4T8	uc059qxi.1 human
I3L4T9	uc059wji.1 human
I3L4U3	uc059qax.1 human
I3L4U4	uc060laa.1 human
I3L4U6	uc059pqc.1 human
I3L4U7	uc059zgq.1 human
I3L4U8	uc060mcs.1 human
I3L4U9	uc060lku.1 human
I3L4V0	uc060avv.1 human
I3L4V1	uc059zno.1 human
I3L4V2	uc059rfx.1 human
I3L4V3	uc059zgw.1 human
I3L4V4	uc060aff.1 human
I3L4V5	uc059uaq.1 human
I3L4V6	uc059zcs.1 human
I3L4V7	uc060lel.1 human
I3L4V9	uc059prr.1 human
I3L4W0	uc060alf.1 human
I3L4W4	uc059zlz.1 human
I3L4W6	uc059pyk.1 human
I3L4W7	uc060acf.1 human
I3L4W9	uc059sjy.1 human
I3L4X0	uc059szv.1 human
I3L4X2	uc059rgf.1 human
I3L4X3	uc060yhl.1 human
I3L4X5	uc059sao.1 human
I3L4X6	uc060afe.1 human
I3L4X7	uc060amx.1 human
I3L4X8	uc002ili.2 human
I3L4Y0	uc059psm.1 human
I3L4Y1	uc059zea.1 human
I3L4Y2	uc059suo.1 human
I3L4Y3	uc059rpo.1 human
I3L4Y5	uc059sgg.1 human
I3L4Y6	uc059rpz.1 human
I3L4Y9	uc059wcg.1 human
I3L4Z0	uc059zjc.1 human
I3L4Z1	uc060lmh.1 human
I3L4Z3	uc060hth.1 human
I3L4Z5	uc059xdb.1 human
I3L4Z6	uc060gls.1 human
I3L4Z7	uc060lmd.1 human
I3L4Z8	uc060hry.1 human
I3L4Z9	uc060hts.1 human
I3L500	uc060met.1 human
I3L501	uc059zfn.1 human
I3L502	uc060cfl.1 human
I3L504	uc060amj.1 human
I3L505	uc059sdb.1 human
I3L506	uc060hti.1 human
I3L508	uc060aah.1 human
I3L509	uc060afl.1 human
I3L514	uc060lny.1 human
I3L516	uc059rgr.1 human
I3L517	uc059zpm.1 human
I3L518	uc059qsz.1 human
I3L520	uc060avm.1 human
I3L521	uc058hnr.1 human
I3L522	uc059rfc.1 human
I3L524	uc059zjt.1 human
I3L526	uc060lgi.1 human
I3L530	uc059qao.1 human
I3L531	uc059qsv.1 human
I3L532	uc060gnl.1 human
I3L533	uc059rfg.1 human
I3L534	uc002gdm.2 human
I3L535	uc060apr.1 human
I3L536	uc059rqi.1 human
I3L537	uc059shm.1 human
I3L538	uc059pxg.1 human
I3L539	uc059pta.1 human
I3L543	uc059qfe.1 human
I3NHZ9	uc059twf.1 human
I3NI02	uc060glz.1 human
I3NI03	uc060lon.1 human
I3NI04	uc060cpa.1 human
I3NI05	uc059zdf.1 human
I3NI06	uc059qed.1 human
I3NI08	uc059lhe.1 human
I3NI09	uc060aht.1 human
I3NI10	uc059zgm.1 human
I3NI11	uc059uiz.1 human
I3NI13	uc059sxn.1 human
I3NI16	uc060lqm.1 human
I3NI18	uc059zmx.1 human
I3NI19	uc060lpz.1 human
I3NI20	uc059qcg.1 human
I3NI21	uc059ruf.1 human
I3NI22	uc060lcc.1 human
I3NI23	uc059rub.1 human
I3NI24	uc059zca.1 human
I3NI25	uc059rgb.1 human
I3NI27	uc059zcf.1 human
I3NI28	uc059war.1 human
I3NI29	uc060aos.1 human
I3NI30	uc060faw.1 human
I3NI31	uc059zga.1 human
I3NI32	uc059wxo.1 human
I3NI33	uc059tmt.1 human
I3NI34	uc060awa.1 human
I3NI36	uc060hui.1 human
I3NI39	uc059pxb.1 human
I3NI40	uc060adc.1 human
I3NI42	uc059rgy.1 human
I3NI43	uc059pve.1 human
I3NI44	uc060hpy.1 human
I3NI48	uc059qzp.1 human
I3NI49	uc059yzz.1 human
I3NI50	uc060alp.1 human
I3NI51	uc060wph.1 human
I3NI52	uc060beu.1 human
I3NI53	uc059rus.1 human
I3NI54	uc060hpl.1 human
I3VM54	uc031qbr.2 human
I6L893	uc064qhm.1 human
I6L894	uc062zde.1 human
I6L899	uc021shi.3 human
I6L8A6	uc002kua.4 human
I6L8B7	uc064nzf.1 human
I6L8E2	uc063dps.1 human
I6L961	uc064osg.1 human
I6L9B1	uc063rio.1 human
I6L9D5	uc063ixo.1 human
I6L9E5	uc063ktb.1 human
I6L9I8	uc060hjy.1 human
I6L9J0	uc064swn.1 human
I6LA81	uc001edx.4 human
I6LJZ7	uc031rlz.2 human
I6LJZ9	uc031rlv.2 human
I6LK00	uc031rlw.2 human
I6LM06	uc031sdd.2 human
I6LPK7	uc002plh.2 human
I7G285	uc031pkk.2 human
I7HFW6	uc064xud.1 human
I7HHH9	uc058sqm.1 human
I7HJS6	uc064whr.1 human
I7HPB4	uc064uxg.1 human
J3JS34	uc064xtm.1 human
J3JS66	uc061yku.1 human
J3JS69	uc063nvc.1 human
J3JS73	uc064xsy.1 human
J3JS74	uc064xsx.1 human
J3KMW0	uc058zhv.1 human
J3KMW1	uc032bbp.2 human
J3KMW2	uc059cqw.1 human
J3KMW3	uc064zwn.1 human
J3KMW5	uc031quo.2 human
J3KMW6	uc059opt.1 human
J3KMX1	uc060aat.1 human
J3KMX2	uc010dea.2 human
J3KMX3	uc062xgg.1 human
J3KMX5	uc057zlj.1 human
J3KMY0	uc058klz.1 human
J3KMY1	uc058ubk.1 human
J3KMY4	uc063ptu.1 human
J3KMY5	uc059din.1 human
J3KMY6	uc059dmp.1 human
J3KMY8	uc011dxx.3 human
J3KMZ0	uc058otp.1 human
J3KMZ3	uc009vpq.1 human
J3KMZ7	uc002izm.4 human
J3KMZ8	uc058din.1 human
J3KMZ9	uc060tol.1 human
J3KN01	uc063sxo.1 human
J3KN03	uc064mgc.1 human
J3KN07	uc059zfq.1 human
J3KN10	uc002zsz.5 human
J3KN11	uc058nks.1 human
J3KN13	uc003vhf.5 human
J3KN16	uc004bfe.1 human
J3KN18	uc062vgk.1 human
J3KN19	uc058gbg.1 human
J3KN20	uc058gdp.1 human
J3KN23	uc058rix.1 human
J3KN29	uc058ujs.1 human
J3KN30	uc058ufi.1 human
J3KN32	uc001ymb.5 human
J3KN34	uc010mtu.3 human
J3KN36	uc002dep.4 human
J3KN37	uc063rjp.1 human
J3KN38	uc058ftu.1 human
J3KN39	uc010eso.4 human
J3KN42	uc057ivg.1 human
J3KN43	uc062wgi.1 human
J3KN48	uc063jsr.1 human
J3KN52	uc058lho.1 human
J3KN53	uc021rah.4 human
J3KN59	uc010uhc.3 human
J3KN60	uc059lvz.1 human
J3KN64	uc002kfs.4 human
J3KN66	uc057nqn.1 human
J3KN67	uc057lgc.1 human
J3KN71	uc063ani.1 human
J3KN75	uc065aof.1 human
J3KN78	uc064tcs.1 human
J3KN81	uc058cij.1 human
J3KN83	uc058ajb.1 human
J3KN85	uc058fsb.1 human
J3KN87	uc058ivz.1 human
J3KN89	uc058dgf.1 human
J3KN90	uc063cgz.1 human
J3KN91	uc058spd.1 human
J3KN95	uc063puh.1 human
J3KN97	uc060jaa.1 human
J3KN99	uc002iqe.5 human
J3KNA0	uc001wgn.2 human
J3KNA1	uc010srr.2 human
J3KNA5	uc058hxp.1 human
J3KNB3	uc010ilh.4 human
J3KNB4	uc003csj.3 human
J3KNB5	uc003jpr.3 human
J3KNB8	uc063srv.1 human
J3KNC0	uc059dyf.1 human
J3KNC2	uc059bwv.1 human
J3KNC3	uc058mfi.1 human
J3KNC4	uc057zuy.1 human
J3KNC5	uc009yid.5 human
J3KNC6	uc001zkk.3 human
J3KNC7	uc060qby.1 human
J3KNC9	uc002ffh.6 human
J3KND1	uc001mnr.4 human
J3KND3	uc058piw.1 human
J3KND6	uc063ggh.1 human
J3KND8	uc058skf.1 human
J3KNE0	uc061mqm.1 human
J3KNE1	uc003ivq.2 human
J3KNE2	uc059sxi.1 human
J3KNE3	uc058hrr.1 human
J3KNE4	uc058urk.1 human
J3KNE6	uc057lel.1 human
J3KNE7	uc063rcm.1 human
J3KNE8	uc011cbp.3 human
J3KNF0	uc064kuy.1 human
J3KNF3	uc061kse.1 human
J3KNF4	uc058dzk.1 human
J3KNF5	uc058rnw.1 human
J3KNF6	uc003knc.3 human
J3KNF8	uc002exg.1 human
J3KNG2	uc003met.4 human
J3KNG4	uc059amb.1 human
J3KNG6	uc010wzx.3 human
J3KNG8	uc063gsm.1 human
J3KNG9	uc064jhb.1 human
J3KNH0	uc058qjb.1 human
J3KNI1	uc002ezc.4 human
J3KNI2	uc003zdq.2 human
J3KNI6	uc062auc.1 human
J3KNJ2	uc058aeb.1 human
J3KNJ3	uc009yvx.4 human
J3KNJ4	uc063qha.1 human
J3KNJ7	uc060mvm.1 human
J3KNJ8	uc001nyt.4 human
J3KNK0	uc031rnb.2 human
J3KNK1	uc063ktf.1 human
J3KNK3	uc010xxi.2 human
J3KNK7	uc059rcv.1 human
J3KNL1	uc057xpm.1 human
J3KNL2	uc002dxy.5 human
J3KNL5	uc058ips.1 human
J3KNL6	uc064xcg.1 human
J3KNL7	uc002afl.4 human
J3KNM6	uc058qbi.1 human
J3KNM9	uc063cme.1 human
J3KNN1	uc001ukc.5 human
J3KNN3	uc059thi.1 human
J3KNN5	uc003mhn.4 human
J3KNN7	uc009zvv.4 human
J3KNN9	uc001mtn.4 human
J3KNP2	uc059pdw.1 human
J3KNP4	uc002boy.4 human
J3KNP7	uc058gov.1 human
J3KNP8	uc010tyh.3 human
J3KNQ1	uc010cgt.4 human
J3KNQ2	uc063sos.1 human
J3KNQ3	uc057xdp.1 human
J3KNQ4	uc001mki.5 human
J3KNQ6	uc059dfb.1 human
J3KNQ9	uc060wli.1 human
J3KNR0	uc059fqf.1 human
J3KNR3	uc003ids.3 human
J3KNR5	uc059uku.1 human
J3KNR6	uc003yhu.2 human
J3KNS1	uc033czo.2 human
J3KNS5	uc064mkl.1 human
J3KNT2	uc064pnp.1 human
J3KNU0	uc059iqp.1 human
J3KNU1	uc057dpo.1 human
J3KNU2	uc064log.1 human
J3KNU6	uc061hbg.1 human
J3KNU7	uc058vei.1 human
J3KNV1	uc063pyp.1 human
J3KNV4	uc058ozq.1 human
J3KNV5	uc064ort.1 human
J3KNV8	uc062vyy.1 human
J3KNW1	uc059prq.1 human
J3KNW2	uc064xxf.1 human
J3KNW3	uc059qmz.1 human
J3KNW4	uc002tcz.4 human
J3KNW5	uc059qaa.1 human
J3KNW7	uc001tdd.4 human
J3KNX1	uc021pzj.1 human
J3KNX4	uc060qzb.1 human
J3KNY1	uc032dov.2 human
J3KNY7	uc059bcg.1 human
J3KNZ3	uc057qew.1 human
J3KNZ4	uc057cvd.1 human
J3KNZ9	uc059tgm.1 human
J3KP02	uc021xgh.1 human
J3KP06	uc058xmz.1 human
J3KP11	uc057nss.1 human
J3KP15	uc060knb.1 human
J3KP16	uc062bzf.1 human
J3KP20	uc009wsk.2 human
J3KP21	uc058rtc.1 human
J3KP25	uc062vqp.1 human
J3KP26	uc064paz.1 human
J3KP27	uc010ryq.4 human
J3KP30	uc057ikv.1 human
J3KP33	uc002gih.5 human
J3KP36	uc057sze.1 human
J3KP39	uc058ixu.1 human
J3KP49	uc058suj.1 human
J3KP52	uc057zfp.1 human
J3KP55	uc061prj.1 human
J3KP58	uc058umb.1 human
J3KP61	uc057qts.1 human
J3KP65	uc063suq.1 human
J3KP74	uc057nyr.1 human
J3KP75	uc063rzh.1 human
J3KP84	uc063ret.1 human
J3KP89	uc063qoh.1 human
J3KP90	uc010kcs.4 human
J3KP92	uc057joz.1 human
J3KP97	uc057ija.1 human
J3KPA1	uc063ozg.1 human
J3KPA2	uc057hcc.1 human
J3KPA4	uc063ouc.1 human
J3KPA5	uc010okm.3 human
J3KPB3	uc065aga.1 human
J3KPC0	uc001jcn.5 human
J3KPC5	uc001bez.2 human
J3KPC8	uc001ppy.5 human
J3KPD1	uc064zjq.1 human
J3KPD3	uc001pow.5 human
J3KPD6	uc061wdn.1 human
J3KPD9	uc060hoj.1 human
J3KPE3	uc063kxj.1 human
J3KPF0	uc058tks.1 human
J3KPF3	uc001nwc.4 human
J3KPF5	uc057boa.1 human
J3KPF6	uc057bob.1 human
J3KPF9	uc003kxp.4 human
J3KPG0	uc003vmg.1 human
J3KPG1	uc058quw.1 human
J3KPG2	uc058wud.1 human
J3KPG5	uc009zow.2 human
J3KPG6	uc059lxz.1 human
J3KPG9	uc058oln.1 human
J3KPH0	uc057yit.1 human
J3KPH2	uc002gka.3 human
J3KPH3	uc057rki.1 human
J3KPH4	uc059kew.1 human
J3KPH8	uc058nch.1 human
J3KPI1	uc059izo.1 human
J3KPI3	uc058mnp.1 human
J3KPI5	uc021toq.3 human
J3KPI6	uc059cxj.1 human
J3KPI8	uc059rpj.1 human
J3KPI9	uc062wmr.1 human
J3KPJ0	uc010vsc.4 human
J3KPJ3	uc002fwt.4 human
J3KPJ4	uc058lef.1 human
J3KPJ6	uc059zpt.1 human
J3KPJ9	uc009zfd.2 human
J3KPK0	uc062vgw.1 human
J3KPK1	uc011ads.2 human
J3KPK2	uc059aid.1 human
J3KPK3	uc010nxd.4 human
J3KPL7	uc060kfh.1 human
J3KPL8	uc057yjv.1 human
J3KPM0	uc059fyg.1 human
J3KPM9	uc002usl.3 human
J3KPN7	uc001trf.5 human
J3KPP0	uc058rta.1 human
J3KPP1	uc061nft.1 human
J3KPP4	uc002isq.4 human
J3KPP6	uc063kmh.1 human
J3KPQ0	uc011dfu.3 human
J3KPQ2	uc063oys.1 human
J3KPQ3	uc003edj.5 human
J3KPQ4	uc001sod.4 human
J3KPQ8	uc063amp.1 human
J3KPR9	uc060dmq.1 human
J3KPS0	uc001jsz.2 human
J3KPS2	uc064rek.1 human
J3KPS3	uc059sys.1 human
J3KPT0	uc059kjj.1 human
J3KPT4	uc062fjl.1 human
J3KPT7	uc060bll.1 human
J3KPT8	uc058aaw.1 human
J3KPU7	uc059qxf.1 human
J3KPU9	uc058kvp.1 human
J3KPV0	uc058kst.1 human
J3KPV1	uc064myz.1 human
J3KPV6	uc058kdj.1 human
J3KPV9	uc058znm.1 human
J3KPW0	uc059oym.1 human
J3KPW2	uc058teq.1 human
J3KPX7	uc031yrx.2 human
J3KPY5	uc061uho.1 human
J3KPY6	uc060vgh.1 human
J3KPY9	uc032tnm.2 human
J3KPZ4	uc061jxs.1 human
J3KQ06	uc062lzj.1 human
J3KQ07	uc002vze.4 human
J3KQ09	uc010xds.3 human
J3KQ12	uc001nut.5 human
J3KQ16	uc057uin.1 human
J3KQ18	uc062cih.1 human
J3KQ19	uc062qba.1 human
J3KQ21	uc010fzd.3 human
J3KQ22	uc060lro.1 human
J3KQ25	uc064awg.1 human
J3KQ26	uc010vfn.3 human
J3KQ32	uc061ptz.1 human
J3KQ33	uc061rly.1 human
J3KQ34	uc010fxy.3 human
J3KQ37	uc010fkk.3 human
J3KQ40	uc061mjp.1 human
J3KQ41	uc061tob.1 human
J3KQ42	uc057xpo.1 human
J3KQ43	uc061rlz.1 human
J3KQ45	uc061lfd.1 human
J3KQ47	uc002szb.4 human
J3KQ48	uc060idm.1 human
J3KQ49	uc061pdu.1 human
J3KQ52	uc010ama.4 human
J3KQ53	uc058vnn.1 human
J3KQ55	uc063rlk.1 human
J3KQ61	uc062fhy.1 human
J3KQ66	uc064grw.1 human
J3KQ69	uc011dwu.2 human
J3KQ70	uc061kvj.1 human
J3KQ72	uc057cgq.1 human
J3KQ80	uc059mrf.1 human
J3KQ82	uc011nbh.3 human
J3KQ96	uc063iqu.1 human
J3KQ99	uc063ntw.1 human
J3KQA0	uc001syu.4 human
J3KQA4	uc011bmz.2 human
J3KQA9	uc001usl.5 human
J3KQB2	uc003btg.5 human
J3KQC0	uc057ssm.1 human
J3KQC6	uc001prt.2 human
J3KQC8	uc061dqr.1 human
J3KQD3	uc061njo.1 human
J3KQD8	uc060lkf.1 human
J3KQE5	uc010tbk.3 human
J3KQF2	uc058unt.1 human
J3KQF4	uc059vyf.1 human
J3KQF5	uc059mvo.1 human
J3KQG0	uc057qex.1 human
J3KQG3	uc057exm.1 human
J3KQH6	uc058kyl.1 human
J3KQI1	uc063hex.1 human
J3KQI6	uc059lgz.1 human
J3KQJ1	uc011kcw.3 human
J3KQJ3	uc058cut.1 human
J3KQJ8	uc058vxp.1 human
J3KQJ9	uc064boz.1 human
J3KQK8	uc061nfx.1 human
J3KQL4	uc057ucm.1 human
J3KQL8	uc011amm.3 human
J3KQN0	uc061cds.1 human
J3KQN4	uc004ehk.4 human
J3KQN7	uc062goo.1 human
J3KQP4	uc058ezy.1 human
J3KQP5	uc061njf.1 human
J3KQP8	uc064tpq.1 human
J3KQQ5	uc061hwd.1 human
J3KQQ7	uc063rll.1 human
J3KQR4	uc061don.1 human
J3KQR7	uc059fxw.1 human
J3KQS5	uc064clz.1 human
J3KQS6	uc032hox.2 human
J3KQS7	uc062jyt.1 human
J3KQT2	uc058rmg.1 human
J3KQT6	uc057czs.1 human
J3KQT8	uc063ghf.1 human
J3KQU2	uc001vbc.4 human
J3KQU3	uc059ait.1 human
J3KQU4	uc010dca.2 human
J3KQU5	uc033anu.2 human
J3KQU7	uc057yfz.1 human
J3KQV6	uc061tnt.1 human
J3KQV8	uc002yqh.3 human
J3KQW0	uc060blb.1 human
J3KQW1	uc057dqr.1 human
J3KQW2	uc063amo.1 human
J3KQW3	uc062rph.1 human
J3KQW6	uc010ldc.4 human
J3KQX4	uc009zhy.4 human
J3KQX6	uc064doj.1 human
J3KQY1	uc063jbd.1 human
J3KQY3	uc058sjy.1 human
J3KQY4	uc065alj.1 human
J3KQY5	uc059dxd.1 human
J3KQY6	uc060xyx.1 human
J3KR00	uc062whs.1 human
J3KR05	uc064dre.1 human
J3KR12	uc010pvj.4 human
J3KR13	uc058faa.1 human
J3KR21	uc062hnt.1 human
J3KR22	uc060ahs.1 human
J3KR23	uc059wxg.1 human
J3KR24	uc010mqr.5 human
J3KR25	uc002wdn.4 human
J3KR33	uc001nla.2 human
J3KR35	uc003cqo.4 human
J3KR40	uc002cnf.4 human
J3KR44	uc058cst.1 human
J3KR45	uc003wry.4 human
J3KR46	uc057ssy.1 human
J3KR48	uc003vdc.5 human
J3KR49	uc021wvb.3 human
J3KR51	uc061cjl.1 human
J3KR52	uc064gun.1 human
J3KR55	uc057olh.1 human
J3KR56	uc064dly.1 human
J3KR57	uc058xab.1 human
J3KR58	uc059tek.1 human
J3KR59	uc062qed.1 human
J3KR62	uc010eqn.4 human
J3KR66	uc062lub.1 human
J3KR67	uc062kwk.1 human
J3KR68	uc062qef.1 human
J3KR69	uc058hlg.1 human
J3KR72	uc003uth.4 human
J3KR73	uc062oaf.1 human
J3KR82	uc062zma.1 human
J3KR83	uc011bzh.3 human
J3KR84	uc062zmb.1 human
J3KR88	uc011bzg.4 human
J3KR89	uc062ywg.1 human
J3KR90	uc062wjp.1 human
J3KR97	uc060meh.1 human
J3KRA4	uc059fyj.1 human
J3KRA9	uc059rkk.1 human
J3KRB3	uc060pbs.1 human
J3KRB4	uc060nfa.1 human
J3KRB5	uc059wql.1 human
J3KRB6	uc060dur.1 human
J3KRB7	uc059uic.1 human
J3KRB8	uc060byz.1 human
J3KRB9	uc060cpe.1 human
J3KRC0	uc060juk.1 human
J3KRC1	uc064ezp.1 human
J3KRC2	uc060ard.1 human
J3KRC3	uc060ixh.1 human
J3KRC4	uc060jtl.1 human
J3KRC5	uc060jyv.1 human
J3KRC8	uc059ypz.1 human
J3KRD0	uc060jdp.1 human
J3KRD1	uc060nbd.1 human
J3KRD2	uc057boi.1 human
J3KRD3	uc060bod.1 human
J3KRD5	uc060qcv.1 human
J3KRD7	uc060msh.1 human
J3KRD8	uc060cpk.1 human
J3KRE0	uc057bmm.1 human
J3KRE1	uc060jze.1 human
J3KRE2	uc060lpa.1 human
J3KRE3	uc060iql.1 human
J3KRE4	uc060bqj.1 human
J3KRE7	uc060ovl.1 human
J3KRE8	uc060lux.1 human
J3KRE9	uc060bdj.1 human
J3KRF0	uc060cef.1 human
J3KRF1	uc060ilt.1 human
J3KRF2	uc059wea.1 human
J3KRF3	uc060guc.1 human
J3KRF4	uc060itp.1 human
J3KRF5	uc060idk.1 human
J3KRF6	uc059yoo.1 human
J3KRF7	uc060lsn.1 human
J3KRF8	uc060azd.1 human
J3KRF9	uc060bnt.1 human
J3KRG0	uc060phe.1 human
J3KRG1	uc060lsg.1 human
J3KRG2	uc060euy.1 human
J3KRG3	uc060pyh.1 human
J3KRG4	uc060pal.1 human
J3KRG5	uc062xak.1 human
J3KRG6	uc010crf.2 human
J3KRG7	uc060dtv.1 human
J3KRG8	uc060jrb.1 human
J3KRG9	uc059vmc.1 human
J3KRH0	uc060iki.1 human
J3KRH1	uc060jub.1 human
J3KRH2	uc059wyj.1 human
J3KRH3	uc060lzx.1 human
J3KRH4	uc060vre.1 human
J3KRH5	uc060inz.1 human
J3KRH6	uc060ntj.1 human
J3KRH7	uc060mby.1 human
J3KRH9	uc059uey.1 human
J3KRI0	uc060oaa.1 human
J3KRI1	uc060jlj.1 human
J3KRI2	uc060grt.1 human
J3KRI4	uc059vke.1 human
J3KRI5	uc059vfd.1 human
J3KRI6	uc060dys.1 human
J3KRI7	uc059wub.1 human
J3KRI8	uc060yqn.1 human
J3KRI9	uc060esy.1 human
J3KRJ0	uc059bch.1 human
J3KRJ1	uc060dji.1 human
J3KRJ2	uc060azk.1 human
J3KRJ3	uc060qbp.1 human
J3KRJ4	uc060luy.1 human
J3KRJ5	uc060dqp.1 human
J3KRJ6	uc059wsk.1 human
J3KRJ8	uc060qda.1 human
J3KRJ9	uc060gtd.1 human
J3KRK0	uc060ilg.1 human
J3KRK1	uc060ohk.1 human
J3KRK2	uc060mxb.1 human
J3KRK3	uc059vlh.1 human
J3KRK4	uc060grw.1 human
J3KRK5	uc060cdu.1 human
J3KRK6	uc060hvu.1 human
J3KRK7	uc059xsy.1 human
J3KRK8	uc060mwc.1 human
J3KRK9	uc060bbs.1 human
J3KRL0	uc010wcb.3 human
J3KRL1	uc057beb.1 human
J3KRL2	uc059xhq.1 human
J3KRL3	uc060scc.1 human
J3KRL5	uc060cau.1 human
J3KRL6	uc059wlt.1 human
J3KRL7	uc060ayb.1 human
J3KRL8	uc060gid.1 human
J3KRM0	uc060eud.1 human
J3KRM2	uc060ivk.1 human
J3KRM4	uc060oef.1 human
J3KRM6	uc060kac.1 human
J3KRM8	uc060lxp.1 human
J3KRN1	uc064sjt.1 human
J3KRN3	uc060jyl.1 human
J3KRN4	uc010wpp.3 human
